"","workerid","noun","gender","nounclass","slide_number","predicate1","predicate2","class1","class2","response","language","school","age","assess","education","lived","level","family","years","describe","classes","gender.1"
"1091","14","sof&aacute; ","masculine","furniture","27","malo","fresco","quality","age",1,"espanol ","none",25,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1092","14","ventilador","masculine","furniture","28","suave","enorme","texture","size",0,"espanol ","none",25,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1249","21","ventilador","masculine","furniture","3","verde","liso","color","texture",0.92,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1250","21","tomate","masculine","food","4","marr&oacute;n","americano","color","nationality",0.92,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1251","21","televisi&oacute;n ","feminine","furniture","5","mexicano","corto","nationality","size",0.97,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1252","21","tomate","masculine","food","6","marr&oacute;n","espa&ntilde;ol","color","nationality",0.14,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1253","21","escritorio","masculine","furniture","7","redondo","podrido","shape","age",0.99,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1254","21","ventilador","masculine","furniture","8","suave","podrido","texture","age",0.03,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1255","21","televisi&oacute;n ","feminine","furniture","9","bueno","azul","quality","color",0.97,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1256","21","zanahoria","feminine","food","10","mexicano","azul","nationality","color",0.97,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1257","21","silla","feminine","furniture","11","marr&oacute;n","mexicano","color","nationality",0.88,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1258","21","queso","masculine","food","12","corto","viejo","size","age",0.95,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1259","21","ventilador","masculine","furniture","13","malo","fresco","quality","age",0.02,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1260","21","pl&aacute;tano","masculine","food","14","malo","marr&oacute;n","quality","color",0.04,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1261","21","sof&aacute; ","masculine","furniture","15","peque&ntilde;o","nuevo","size","age",0.02,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1262","21","ventilador","masculine","furniture","16","amarillo","liso","color","texture",0.01,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1263","21","silla","feminine","furniture","17","podrido","min&uacute;sculo","age","size",0.04,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1264","21","escritorio","masculine","furniture","18","mexicano","azul","nationality","color",0.03,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1265","21","sof&aacute; ","masculine","furniture","19","fresco","mexicano","age","nationality",0.05,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1266","21","sof&aacute; ","masculine","furniture","20","podrido","amarillo","age","color",0.05,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1267","21","televisi&oacute;n ","feminine","furniture","21","viejo","duro","age","texture",0.07,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1268","21","pl&aacute;tano","masculine","food","22","amarillo","largo","color","size",0.98,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1269","21","tomate","masculine","food","23","americano","corto","nationality","size",0.97,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1270","21","tomate","masculine","food","24","viejo","redondo","age","shape",0.95,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1271","21","tomate","masculine","food","25","americano","amarillo","nationality","color",0.03,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1272","21","sof&aacute; ","masculine","furniture","26","bueno","liso","quality","texture",0.05,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1273","21","silla","feminine","furniture","27","espa&ntilde;ol","malo","nationality","quality",0.04,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1274","21","silla","feminine","furniture","28","corto","bueno","size","quality",0.02,"español","most",22,"Yes","2","both8","native","spaneng","mostlive","SpanSpan","yes","Female"
"1379","26","ventilador","masculine","furniture","3","mexicano","rojo","nationality","color",0.97,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1380","26","escritorio","masculine","furniture","4","duro","podrido","texture","age",0.98,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1381","26","queso","masculine","food","5","nuevo","mexicano","age","nationality",0.03,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1382","26","pl&aacute;tano","masculine","food","6","podrido","largo","age","size",0.03,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1383","26","queso","masculine","food","7","enorme","morado","size","color",0.97,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1384","26","tomate","masculine","food","8","suave","rojo","texture","color",0.03,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1385","26","televisi&oacute;n ","feminine","furniture","9","rojo","fresco","color","age",0.96,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1386","26","pl&aacute;tano","masculine","food","10","bueno","cuadrado","quality","shape",0.99,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1387","26","sof&aacute; ","masculine","furniture","11","min&uacute;sculo","espa&ntilde;ol","size","nationality",0.98,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1388","26","silla","feminine","furniture","12","marr&oacute;n","peque&ntilde;o","color","size",0.02,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1389","26","ventilador","masculine","furniture","13","suave","nuevo","texture","age",0.98,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1390","26","manzana","feminine","food","14","espa&ntilde;ol","min&uacute;sculo","nationality","size",0.96,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1391","26","ventilador","masculine","furniture","15","mexicano","viejo","nationality","age",0,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1392","26","sof&aacute; ","masculine","furniture","16","marr&oacute;n","peque&ntilde;o","color","size",0.01,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1393","26","zanahoria","feminine","food","17","suave","morado","texture","color",0.53,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1394","26","tomate","masculine","food","18","americano","suave","nationality","texture",1,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1395","26","queso","masculine","food","19","rojo","liso","color","texture",0.49,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1396","26","ventilador","masculine","furniture","20","redondo","fresco","shape","age",0.99,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1397","26","queso","masculine","food","21","fresco","liso","age","texture",0.95,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1398","26","escritorio","masculine","furniture","22","marr&oacute;n","min&uacute;sculo","color","size",0.98,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1399","26","sof&aacute; ","masculine","furniture","23","azul","duro","color","texture",0.52,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1400","26","tomate","masculine","food","24","peque&ntilde;o","verde","size","color",0.53,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1401","26","televisi&oacute;n ","feminine","furniture","25","azul","malo","color","quality",0.97,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1402","26","televisi&oacute;n ","feminine","furniture","26","malo","grande","quality","size",0.02,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1403","26","silla","feminine","furniture","27","bueno","verde","quality","color",0.52,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1404","26","tomate","masculine","food","28","malo","morado","quality","color",0.03,"Español, Catalan","most",27,"Yes","3","both8","native","other","mostlive","SpanSpan","yes","Female"
"1431","28","ventilador","masculine","furniture","3","fresco","mexicano","age","nationality",0.32,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1432","28","queso","masculine","food","4","grande","fresco","size","age",0.88,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1433","28","queso","masculine","food","5","min&uacute;sculo","marr&oacute;n","size","color",0.82,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1434","28","escritorio","masculine","furniture","6","malo","duro","quality","texture",0.49,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1435","28","zanahoria","feminine","food","7","verde","podrido","color","age",0.78,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1436","28","tomate","masculine","food","8","azul","bueno","color","quality",0.81,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1437","28","zanahoria","feminine","food","9","verde","espa&ntilde;ol","color","nationality",0.25,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1438","28","televisi&oacute;n ","feminine","furniture","10","min&uacute;sculo","liso","size","texture",0.67,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1439","28","televisi&oacute;n ","feminine","furniture","11","redondo","peque&ntilde;o","shape","size",0.29,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1440","28","queso","masculine","food","12","podrido","enorme","age","size",0.16,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1441","28","escritorio","masculine","furniture","13","mexicano","podrido","nationality","age",0.87,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1442","28","tomate","masculine","food","14","podrido","americano","age","nationality",0.11,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1443","28","escritorio","masculine","furniture","15","americano","peque&ntilde;o","nationality","size",0.86,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1444","28","televisi&oacute;n ","feminine","furniture","16","suave","fresco","texture","age",0.09,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1445","28","pl&aacute;tano","masculine","food","17","nuevo","suave","age","texture",0.89,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1446","28","pl&aacute;tano","masculine","food","18","liso","rojo","texture","color",0.18,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1447","28","escritorio","masculine","furniture","19","morado","largo","color","size",0.87,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1448","28","escritorio","masculine","furniture","20","cuadrado","grande","shape","size",0.87,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1449","28","televisi&oacute;n ","feminine","furniture","21","grande","viejo","size","age",0.89,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1450","28","ventilador","masculine","furniture","22","duro","rojo","texture","color",0.13,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1451","28","silla","feminine","furniture","23","redondo","liso","shape","texture",0.52,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1452","28","escritorio","masculine","furniture","24","podrido","largo","age","size",0.13,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1453","28","queso","masculine","food","25","marr&oacute;n","mexicano","color","nationality",0.15,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1454","28","ventilador","masculine","furniture","26","amarillo","corto","color","size",0.42,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1455","28","televisi&oacute;n ","feminine","furniture","27","malo","rojo","quality","color",0.14,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1456","28","zanahoria","feminine","food","28","cuadrado","enorme","shape","size",0.2,"Español","most",44,"Yes","4","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1691","38","zanahoria","feminine","food","3","espa&ntilde;ol","duro","nationality","texture",0.69,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1692","38","zanahoria","feminine","food","4","duro","mexicano","texture","nationality",0.1,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1693","38","manzana","feminine","food","5","suave","malo","texture","quality",0.86,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1694","38","silla","feminine","furniture","6","amarillo","espa&ntilde;ol","color","nationality",0.87,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1695","38","televisi&oacute;n ","feminine","furniture","7","redondo","suave","shape","texture",0.17,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1696","38","manzana","feminine","food","8","corto","malo","size","quality",0.14,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1697","38","zanahoria","feminine","food","9","marr&oacute;n","min&uacute;sculo","color","size",0.89,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1698","38","escritorio","masculine","furniture","10","redondo","suave","shape","texture",0.91,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1699","38","queso","masculine","food","11","min&uacute;sculo","amarillo","size","color",0.1,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1700","38","pl&aacute;tano","masculine","food","12","azul","suave","color","texture",0.17,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1701","38","tomate","masculine","food","13","azul","grande","color","size",0.06,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1702","38","silla","feminine","furniture","14","enorme","verde","size","color",0.15,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1703","38","sof&aacute; ","masculine","furniture","15","min&uacute;sculo","liso","size","texture",0.91,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1704","38","queso","masculine","food","16","mexicano","peque&ntilde;o","nationality","size",0.97,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1705","38","sof&aacute; ","masculine","furniture","17","fresco","bueno","age","quality",0.13,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1706","38","queso","masculine","food","18","enorme","suave","size","texture",0.99,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1707","38","televisi&oacute;n ","feminine","furniture","19","morado","malo","color","quality",0.05,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1708","38","manzana","feminine","food","20","fresco","marr&oacute;n","age","color",0.96,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1709","38","sof&aacute; ","masculine","furniture","21","viejo","cuadrado","age","shape",0.95,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1710","38","silla","feminine","furniture","22","nuevo","amarillo","age","color",0.97,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1711","38","silla","feminine","furniture","23","podrido","cuadrado","age","shape",0.94,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1712","38","escritorio","masculine","furniture","24","liso","min&uacute;sculo","texture","size",0.9,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1713","38","queso","masculine","food","25","suave","rojo","texture","color",0.88,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1714","38","televisi&oacute;n ","feminine","furniture","26","peque&ntilde;o","espa&ntilde;ol","size","nationality",0.89,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1715","38","tomate","masculine","food","27","morado","viejo","color","age",0.06,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1716","38","escritorio","masculine","furniture","28","azul","suave","color","texture",0.91,"Español","none",30,"Yes","2","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"1951","48","manzana","feminine","food","3","americano","largo","nationality","size",0.83,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1952","48","pl&aacute;tano","masculine","food","4","liso","corto","texture","size",0.85,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1953","48","televisi&oacute;n ","feminine","furniture","5","suave","nuevo","texture","age",0.58,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1954","48","pl&aacute;tano","masculine","food","6","largo","azul","size","color",1,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1955","48","zanahoria","feminine","food","7","enorme","espa&ntilde;ol","size","nationality",0.97,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1956","48","pl&aacute;tano","masculine","food","8","mexicano","liso","nationality","texture",0.18,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1957","48","manzana","feminine","food","9","bueno","americano","quality","nationality",0.87,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1958","48","silla","feminine","furniture","10","duro","cuadrado","texture","shape",0.99,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1959","48","queso","masculine","food","11","marr&oacute;n","largo","color","size",0.61,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1960","48","televisi&oacute;n ","feminine","furniture","12","malo","corto","quality","size",0.52,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1961","48","silla","feminine","furniture","13","cuadrado","americano","shape","nationality",1,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1962","48","ventilador","masculine","furniture","14","fresco","malo","age","quality",0.49,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1963","48","sof&aacute; ","masculine","furniture","15","morado","espa&ntilde;ol","color","nationality",1,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1964","48","pl&aacute;tano","masculine","food","16","americano","corto","nationality","size",0.15,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1965","48","televisi&oacute;n ","feminine","furniture","17","americano","malo","nationality","quality",1,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1966","48","tomate","masculine","food","18","bueno","viejo","quality","age",0.18,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1967","48","queso","masculine","food","19","verde","mexicano","color","nationality",0.04,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1968","48","queso","masculine","food","20","cuadrado","bueno","shape","quality",0.79,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1969","48","zanahoria","feminine","food","21","cuadrado","morado","shape","color",0.2,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1970","48","pl&aacute;tano","masculine","food","22","amarillo","podrido","color","age",0.94,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1971","48","queso","masculine","food","23","cuadrado","amarillo","shape","color",0.01,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1972","48","escritorio","masculine","furniture","24","azul","malo","color","quality",0.75,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1973","48","ventilador","masculine","furniture","25","espa&ntilde;ol","bueno","nationality","quality",0.66,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1974","48","silla","feminine","furniture","26","verde","cuadrado","color","shape",0.82,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1975","48","queso","masculine","food","27","bueno","morado","quality","color",0.83,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"1976","48","queso","masculine","food","28","viejo","suave","age","texture",0.73,"español","none",29,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2003","50","televisi&oacute;n ","feminine","furniture","3","liso","bueno","texture","quality",0.08,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2004","50","pl&aacute;tano","masculine","food","4","marr&oacute;n","viejo","color","age",0.01,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2005","50","televisi&oacute;n ","feminine","furniture","5","cuadrado","americano","shape","nationality",0.08,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2006","50","ventilador","masculine","furniture","6","corto","americano","size","nationality",0.98,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2007","50","queso","masculine","food","7","amarillo","suave","color","texture",0.02,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2008","50","silla","feminine","furniture","8","grande","morado","size","color",0.98,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2009","50","sof&aacute; ","masculine","furniture","9","suave","bueno","texture","quality",0.03,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2010","50","pl&aacute;tano","masculine","food","10","espa&ntilde;ol","azul","nationality","color",0.04,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2011","50","televisi&oacute;n ","feminine","furniture","11","corto","verde","size","color",0.01,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2012","50","escritorio","masculine","furniture","12","liso","malo","texture","quality",0.07,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2013","50","escritorio","masculine","furniture","13","verde","enorme","color","size",0.09,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2014","50","manzana","feminine","food","14","verde","corto","color","size",0.95,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2015","50","ventilador","masculine","furniture","15","nuevo","bueno","age","quality",0.98,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2016","50","ventilador","masculine","furniture","16","marr&oacute;n","viejo","color","age",0.03,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2017","50","pl&aacute;tano","masculine","food","17","podrido","corto","age","size",0.02,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2018","50","escritorio","masculine","furniture","18","peque&ntilde;o","mexicano","size","nationality",0.01,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2019","50","escritorio","masculine","furniture","19","rojo","suave","color","texture",0.98,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2020","50","manzana","feminine","food","20","marr&oacute;n","grande","color","size",0.02,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2021","50","silla","feminine","furniture","21","nuevo","verde","age","color",1,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2022","50","silla","feminine","furniture","22","fresco","peque&ntilde;o","age","size",0.01,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2023","50","manzana","feminine","food","23","fresco","largo","age","size",0.04,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2024","50","escritorio","masculine","furniture","24","nuevo","grande","age","size",0.02,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2025","50","silla","feminine","furniture","25","americano","nuevo","nationality","age",0.02,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2026","50","silla","feminine","furniture","26","liso","podrido","texture","age",0.06,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2027","50","televisi&oacute;n ","feminine","furniture","27","cuadrado","min&uacute;sculo","shape","size",0.11,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2028","50","escritorio","masculine","furniture","28","viejo","americano","age","nationality",0.98,"Español","none",25,"Yes","3","both8","native","span","mostlive","SpanSpan","no","Male"
"2133","55","manzana","feminine","food","3","duro","corto","texture","size",0.98,"ESPAÑOL E ITALIANO","none",27,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"2134","55","silla","feminine","furniture","4","peque&ntilde;o","viejo","size","age",0.51,"ESPAÑOL E ITALIANO","none",27,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"2135","55","silla","feminine","furniture","5","liso","fresco","texture","age",0.49,"ESPAÑOL E ITALIANO","none",27,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"2136","55","zanahoria","feminine","food","6","enorme","marr&oacute;n","size","color",1,"ESPAÑOL E ITALIANO","none",27,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"2137","55","queso","masculine","food","7","nuevo","corto","age","size",1,"ESPAÑOL E ITALIANO","none",27,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"2138","55","sof&aacute; ","masculine","furniture","8","viejo","americano","age","nationality",0.03,"ESPAÑOL E ITALIANO","none",27,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"2139","55","escritorio","masculine","furniture","9","morado","largo","color","size",0.58,"ESPAÑOL E ITALIANO","none",27,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"2140","55","escritorio","masculine","furniture","10","amarillo","enorme","color","size",0.51,"ESPAÑOL E ITALIANO","none",27,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"2141","55","ventilador","masculine","furniture","11","bueno","mexicano","quality","nationality",0,"ESPAÑOL E ITALIANO","none",27,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Female"
"2142","55","escritorio","masculine","furniture","12","azul","redondo","color","shape",0.03,"ESPAÑOL E ITALIANO","none",27,"Yes","3","both8","native","span","mostlive","SpanSpan","noclasses","Female"
